순번,구분,총톤수,길이,너비,깊이,선질,용도,세부용도,선적항
50837,어선,85.00 ,27.35 ,6.10 ,2.28 ,FRP,근해트롤어업,어선(대형트롤어업),전남 여수시
50838,어선,0.38 ,3.69 ,1.61 ,0.59 ,FRP,해조류양식어업,어선(해조류양식어업),부산시 해운대구
50839,어선,1.34 ,6.82 ,2.03 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),전남 고흥군 금산면
50840,어선,9.77 ,17.63 ,4.09 ,0.75 ,FRP,연안복합어업,어선(연안복합어업),전남 진도군 임회면
50841,어선,5.44 ,11.15 ,3.42 ,0.88 ,FRP,연안통발어업,어선(연안통발어업),전남 여수시
50842,어선,4.99 ,10.95 ,3.31 ,0.84 ,FRP,연안자망어업,어선(연안자망어업),경기 안산시
50843,어선,6.00 ,10.67 ,3.18 ,0.72 ,FRP,연안복합어업,어선(연안복합어업),전북 군산시 옥도면
50844,어선,1.45 ,7.00 ,2.00 ,0.84 ,FRP,연안들망어업,어선(연안들망어업),부산시 기장군
50845,어선,1.02 ,6.45 ,1.83 ,0.49 ,FRP,연안복합어업,어선(연안복합어업),전남 여수시
50846,어선,3.61 ,9.18 ,2.79 ,0.63 ,FRP,연안복합어업,어선(연안복합어업),전남 고흥군 도덕면
50847,어선,3.00 ,8.56 ,1.95 ,0.56 ,FRP,연안복합어업,어선(연안복합어업),부산시 영도구
50848,어선,1.08 ,6.15 ,1.78 ,0.58 ,FRP,연안통발어업,어선(연안통발어업),부산시 해운대구
50849,어선,4.99 ,12.00 ,3.34 ,0.69 ,FRP,연안복합어업,어선(연안복합어업),경남 고성군 하일면
50850,어선,9.77 ,16.97 ,0.00 ,0.00 ,FRP,연안복합어업,어선(연안복합어업),전남 여수시
50851,어선,7.31 ,12.78 ,4.60 ,0.84 ,FRP,연안자망어업,어선(연안자망어업),전남 고흥군 봉래면
50852,어선,7.31 ,12.78 ,4.60 ,0.84 ,FRP,연안자망어업,어선(연안자망어업),전남 고흥군 봉래면
50853,어선,1.90 ,7.20 ,2.18 ,0.94 ,FRP,연안복합어업,어선(연안복합어업),강원 고성군 거진읍
50854,어선,9.77 ,16.30 ,4.10 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),경북 경주시 양남면
50855,어선,9.77 ,16.97 ,3.60 ,0.74 ,FRP,연안복합어업,어선(연안복합어업),전남 완도군 완도읍
50856,어선,9.77 ,16.97 ,3.60 ,0.74 ,FRP,연안복합어업,어선(연안복합어업),전남 완도군 완도읍
50857,어선,9.77 ,16.97 ,3.60 ,0.74 ,FRP,연안통발어업,어선(연안통발어업),부산시 서구
50858,어선,9.77 ,16.97 ,3.60 ,0.74 ,FRP,연안통발어업,어선(연안통발어업),부산시 서구
50859,어선,9.77 ,16.97 ,3.60 ,0.74 ,FRP,연안통발어업,어선(연안통발어업),부산시 서구
50860,어선,2.99 ,8.91 ,2.51 ,0.70 ,FRP,연안복합어업,어선(연안복합어업),전남 고흥군 봉래면
50861,어선,3.00 ,9.36 ,2.80 ,0.62 ,FRP,연안자망어업,어선(연안자망어업),강원 강릉시
50862,어선,2.99 ,9.23 ,2.80 ,0.79 ,FRP,연안자망어업,어선(연안자망어업),경북 경주시 양남면
50863,어선,4.75 ,10.22 ,3.82 ,0.84 ,FRP,해조류양식어업,어선(해조류양식어업),전남 완도군 금일읍
50864,어선,6.51 ,12.05 ,4.10 ,0.84 ,FRP,어장관리선,어선(어장관리선),전남 고흥군 도양읍
50865,어선,6.51 ,12.05 ,4.10 ,0.84 ,FRP,어장관리선,어선(어장관리선),전남 고흥군 도양읍
50866,어선,1.97 ,7.87 ,2.45 ,0.81 ,FRP,연안통발어업,어선(연안통발어업),부산시 기장군
50867,어선,61.00 ,27.36 ,6.00 ,1.63 ,FRP,근해연승어업,어선(근해연승어업),서귀포시
50868,어선,1.38 ,6.46 ,1.97 ,0.94 ,FRP,연안자망어업,어선(연안자망어업),경남 창원시 진해구
50869,어선,4.42 ,10.40 ,2.75 ,0.65 ,FRP,연안복합어업,어선(연안복합어업),부산시 영도구
50870,어선,3.50 ,8.55 ,2.73 ,0.79 ,FRP,연안자망어업,어선(연안자망어업),강원 강릉시 강동면
50871,어선,5.54 ,11.30 ,4.43 ,0.75 ,FRP,제1종양식어업,어선(패류양식어업),전남 해남군 송지면
50872,어선,5.54 ,11.30 ,4.43 ,0.75 ,FRP,제1종양식어업,어선(패류양식어업),전남 해남군 송지면
50873,어선,7.93 ,14.25 ,5.18 ,0.82 ,FRP,연안자망어업,어선(연안자망어업),인천시 중구
50874,어선,3.99 ,10.07 ,2.50 ,0.93 ,FRP,잠수기어업,어선(잠수기어업),경남 통영시
50875,어선,3.99 ,10.07 ,2.50 ,0.93 ,FRP,잠수기어업,어선(잠수기어업),경남 통영시
50876,어선,2.99 ,9.10 ,2.68 ,0.70 ,FRP,연안복합어업,어선(연안복합어업),경남 사천시
50877,어선,1.88 ,7.22 ,2.18 ,0.80 ,FRP,연안복합어업,어선(연안복합어업),전남 고흥군 도양읍
50878,어선,2.62 ,9.00 ,3.10 ,0.74 ,FRP,어장관리선,어선(어장관리선),전남 해남군 송지면
50879,어선,0.95 ,6.03 ,1.78 ,0.76 ,FRP,연안자망어업,어선(연안자망어업),충남 서산시 대산읍
50880,어선,2.23 ,6.30 ,3.41 ,0.80 ,FRP,어장관리선,어선(어장관리선),전북 군산시 옥도면
50881,어선,2.07 ,8.55 ,2.15 ,0.62 ,FRP,연안자망어업,어선(연안자망어업),전북 군산시 옥도면
50882,어선,2.34 ,8.46 ,2.19 ,0.80 ,FRP,이동성구획어업,어선(실뱀장어안강망어업),전북 부안군 변산면
50883,어선,1.49 ,6.63 ,2.08 ,0.81 ,FRP,연안복합어업,어선(연안복합어업),전남 함평군
50884,어선,9.77 ,17.63 ,4.09 ,0.75 ,FRP,연안통발어업,어선(연안통발어업),경남 통영시 산양읍
50885,어선,1.73 ,7.85 ,2.10 ,0.69 ,FRP,연안자망어업,어선(연안자망어업),충남 보령시 오천면
50886,어선,4.10 ,8.55 ,2.83 ,0.85 ,FRP,연안복합어업,어선(연안복합어업),충남 당진시 석문면
50887,어선,32.00 ,20.90 ,5.82 ,1.88 ,FRP,기선선인망어업,어선(기선권현망어업),경남 사천시
50888,어선,32.00 ,20.90 ,5.82 ,1.88 ,FRP,기선선인망어업,어선(기선권현망어업),경남 사천시
50889,어선,32.00 ,20.90 ,5.82 ,1.88 ,FRP,기선선인망어업,어선(기선권현망어업),경남 사천시
50890,어선,32.00 ,20.90 ,5.82 ,1.88 ,FRP,기선선인망어업,어선(기선권현망어업),경남 사천시
50891,어선,1.30 ,6.66 ,1.95 ,0.83 ,FRP,복합양식어업,어선(복합양식어업),전남 완도군 생일면
50892,어선,2.97 ,10.04 ,2.60 ,0.64 ,FRP,연안자망어업,어선(연안자망어업),충남 서천군 비인면
50893,어선,0.86 ,5.91 ,1.71 ,0.75 ,FRP,연안자망어업,어선(연안자망어업),전남 영광군 염산면
50894,어선,1.99 ,7.60 ,2.42 ,0.59 ,FRP,연안복합어업,어선(연안복합어업),경남 고성군 삼산면
50895,어선,0.88 ,6.50 ,1.90 ,0.57 ,FRP,연안통발어업,어선(연안통발어업),경남 고성군 회화면
50896,어선,9.77 ,14.63 ,3.85 ,1.16 ,FRP,어획물운반선,어선(어획물운반선),충청남도 서천군
50897,어선,1.73 ,7.67 ,2.40 ,0.82 ,FRP,내수면어업,어선(내수면어업),경남 하동군 하동읍
50898,어선,4.95 ,10.67 ,2.95 ,1.07 ,FRP,어획물운반선,어선(어획물운반선),전남 함평군
50899,어선,2.12 ,7.65 ,2.12 ,0.86 ,FRP,어장관리선,어선(어장관리선),경기 화성시 서신면
50900,어선,0.93 ,6.04 ,1.76 ,0.77 ,FRP,연안복합어업,어선(연안복합어업),경남 창원시 마산합포구 구산면
50901,어선,4.06 ,8.64 ,2.70 ,0.99 ,FRP,연안복합어업,어선(연안복합어업),인천시 강화군 길상면
50902,어선,2.91 ,8.64 ,2.53 ,0.71 ,FRP,연안통발어업,어선(연안통발어업),경남 창원시 마산합포구 구산면
50903,어선,5.49 ,11.20 ,3.93 ,0.81 ,FRP,정치망어업,어선(정치망어업),경북 포항시 구룡포읍
50904,어선,2.99 ,9.30 ,2.78 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),경남 고성군 거류면
50905,어선,2.91 ,8.12 ,2.67 ,0.94 ,FRP,이동성구획어업,어선(새우조망어업),전남 고흥군 도양읍
50906,어선,1.12 ,6.57 ,2.20 ,0.69 ,FRP,패류양식어업,어선(패류양식어업),전남 완도군 노화읍
50907,어선,4.83 ,9.78 ,2.87 ,1.09 ,FRP,연안복합어업,어선(연안복합어업),전북 부안군 변산면
50908,어선,1.18 ,6.25 ,1.92 ,0.84 ,FRP,연안자망어업,어선(연안자망어업),경남 거제시 하청면
50909,어선,1.71 ,6.80 ,2.15 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),경남 통영시
50910,어선,9.77 ,13.86 ,4.00 ,1.16 ,FRP,연안복합어업,어선(연안복합어업),제주시 구좌읍
50911,어선,9.77 ,13.86 ,4.00 ,1.16 ,FRP,연안복합어업,어선(연안복합어업),제주시 구좌읍
50912,어선,4.99 ,10.88 ,3.09 ,0.88 ,FRP,연안통발어업,어선(연안통발어업),경남 남해군 삼동면
50913,어선,9.16 ,13.74 ,3.20 ,1.05 ,FRP,연안자망어업,어선(연안자망어업),경남 통영시 한산면
50914,어선,1.29 ,6.67 ,1.92 ,0.75 ,FRP,연안복합어업,어선(연안복합어업),경남 하동군 금성면
50915,어선,1.85 ,8.20 ,2.50 ,0.69 ,FRP,연안복합어업,어선(연안복합어업),경북 울릉군 울릉읍
50916,어선,1.96 ,7.52 ,2.27 ,0.66 ,FRP,연안통발어업,어선(연안통발어업),경남 고성군 하이면
50917,어선,24.00 ,21.62 ,5.21 ,1.48 ,FRP,근해통발어업,어선(근해통발어업),경북 포항시 장기면
50918,어선,5.86 ,10.70 ,3.30 ,0.79 ,FRP,연안자망어업,어선(연안자망어업),경북 영덕군 축산면
50919,어선,1.10 ,6.66 ,1.88 ,0.72 ,FRP,연안복합어업,어선(연안복합어업),전남 고흥군 풍양면
50920,어선,4.64 ,10.63 ,4.25 ,0.72 ,FRP,어장관리선,어선(어장관리선),전남 고흥군 풍양면
50921,어선,9.77 ,13.80 ,3.26 ,1.07 ,FRP,연안복합어업,어선(연안복합어업),경남 사천시
50922,어선,9.77 ,14.50 ,3.95 ,1.16 ,FRP,연안복합어업,어선(연안복합어업),제주시
50923,어선,4.99 ,10.24 ,3.20 ,0.90 ,FRP,연안통발어업,어선(연안통발어업),경남 창원시 진해구
50924,어선,4.26 ,9.34 ,2.80 ,0.88 ,FRP,연안통발어업,어선(연안통발어업),경남 남해군 삼동면
50925,어선,9.77 ,15.03 ,3.90 ,1.14 ,FRP,연안자망어업,어선(연안자망어업),울산시 북구
50926,어선,4.33 ,9.85 ,2.80 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),제주시 구좌읍
50927,어선,2.78 ,8.60 ,2.18 ,0.79 ,FRP,연안자망어업,어선(연안자망어업),경북 포항시 구룡포읍
50928,어선,3.00 ,8.53 ,2.28 ,0.90 ,FRP,연안복합어업,어선(연안복합어업),부산시 강서구
50929,어선,2.21 ,6.93 ,2.30 ,0.88 ,FRP,연안자망어업,어선(연안자망어업),충남 서산시 대산읍
50930,어선,9.77 ,13.70 ,4.30 ,1.24 ,FRP,연안자망어업,어선(연안자망어업),전남 신안군 비금면
50931,어선,4.14 ,9.40 ,2.72 ,0.93 ,FRP,어장관리선,어선(어장관리선),경북 포항시 장기면
50932,어선,4.84 ,9.95 ,3.20 ,0.89 ,FRP,패류양식어업,어선(패류양식어업),전남 여수시 돌산읍
50933,어선,9.77 ,13.86 ,4.00 ,1.16 ,FRP,연안자망어업,어선(연안자망어업),경남 통영시
50934,어선,5.57 ,10.80 ,2.92 ,1.00 ,FRP,연안복합어업,어선(연안복합어업),강원 고성군 거진읍
50935,어선,3.00 ,7.90 ,2.42 ,0.89 ,FRP,어장관리선,어선(어장관리선),충남 태안군 근흥면
50936,어선,3.00 ,7.90 ,2.42 ,0.89 ,FRP,어장관리선,어선(어장관리선),충남 태안군 근흥면
50937,어선,0.80 ,6.07 ,1.76 ,0.66 ,FRP,연안복합어업,어선(연안복합어업),전남 해남군 북평면
50938,어선,4.02 ,9.25 ,2.45 ,0.90 ,FRP,어장관리선,어선(어장관리선),경남 거제시 동부면
50939,어선,31.00 ,20.20 ,4.87 ,1.89 ,FRP,근해연승어업,어선(근해연승어업),제주시
50940,어선,4.80 ,9.82 ,2.90 ,0.99 ,FRP,연안복합어업,어선(연안복합어업),경남 통영시 한산면
50941,어선,4.80 ,9.82 ,2.90 ,0.99 ,FRP,연안복합어업,어선(연안복합어업),경남 통영시 한산면
50942,어선,5.71 ,10.70 ,3.00 ,0.91 ,FRP,연안복합어업,어선(연안복합어업),서귀포시 대정읍
50943,어선,3.05 ,6.66 ,2.50 ,1.23 ,FRP,연안복합어업,어선(연안복합어업),제주시 한림읍
50944,어선,2.66 ,8.40 ,2.35 ,0.81 ,FRP,연안자망어업,어선(연안자망어업),경남 거제시 장목면
50945,어선,4.99 ,10.40 ,2.97 ,1.04 ,FRP,연안복합어업,어선(연안복합어업),서귀포시
50946,어선,4.04 ,9.04 ,2.59 ,1.01 ,FRP,마을어업,어선(마을어업),경남 통영시 한산면
50947,어선,0.57 ,5.07 ,1.80 ,0.54 ,FRP,어장관리선,어선(어장관리선),전남 완도군 소안면
50948,어선,9.77 ,13.70 ,3.98 ,1.18 ,FRP,연안복합어업,어선(연안복합어업),강원 동해시
50949,어선,4.38 ,10.05 ,2.74 ,0.86 ,FRP,연안복합어업,어선(연안복합어업),제주시 구좌읍
50950,어선,4.99 ,10.40 ,2.97 ,1.04 ,FRP,어장관리선,어선(어장관리선),서귀포시 대정읍
50951,어선,3.85 ,9.01 ,2.85 ,0.89 ,FRP,연안자망어업,어선(연안자망어업),경북 포항시 동해면
50952,어선,0.95 ,6.32 ,1.81 ,0.70 ,FRP,정치성구획어업,어선(각망어업),전남 고흥군 도양읍
50953,어선,2.60 ,8.30 ,2.23 ,0.74 ,FRP,연안복합어업,어선(연안복합어업),전북 군산시 옥도면
50954,어선,1.36 ,6.17 ,2.08 ,0.86 ,FRP,어장관리선,어선(어장관리선),전남 고흥군 풍양면
50955,어선,1.30 ,6.54 ,1.91 ,0.83 ,FRP,연안통발어업,어선(연안통발어업),경남 남해군 설천면
50956,어선,0.99 ,6.20 ,1.94 ,0.83 ,FRP,어장관리선,어선(어장관리선),전남 고흥군 풍양면
50957,어선,3.90 ,8.99 ,2.60 ,0.89 ,FRP,연안자망어업,어선(연안자망어업),강원 양양군 현남면
50958,어선,9.77 ,16.70 ,3.80 ,0.85 ,FRP,연안복합어업,어선(연안복합어업),경남 창원시 진해구
50959,어선,9.77 ,15.50 ,3.81 ,0.93 ,FRP,연안복합어업,어선(연안복합어업),경남 통영시 산양읍
50960,어선,3.00 ,8.51 ,2.60 ,0.72 ,FRP,연안복합어업,어선(연안복합어업),충남 보령시 오천면
50961,어선,9.77 ,15.10 ,0.00 ,0.00 ,FRP,연안복합어업,어선(연안복합어업),전남 진도군 임회면
50962,어선,9.77 ,18.13 ,3.79 ,0.89 ,FRP,연안복합어업,어선(연안복합어업),경남 통영시 산양읍
50963,어선,9.77 ,18.13 ,3.79 ,0.89 ,FRP,연안복합어업,어선(연안복합어업),경남 통영시 산양읍
50964,어선,70.00 ,26.82 ,5.80 ,2.30 ,강,대형기선저인망어업,어선(외끌이대형저인망어업),부산시 영도구
50965,어선,21.00 ,19.41 ,6.08 ,1.18 ,FRP,정치망어업,어선(정치망어업),경북 울진군 기성면
50966,어선,21.00 ,19.41 ,6.08 ,1.18 ,FRP,정치망어업,어선(정치망어업),경북 울진군 기성면
50967,어선,9.77 ,14.40 ,3.97 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),전남 함평군
50968,어선,2.05 ,7.70 ,2.28 ,0.89 ,FRP,마을어업,어선(마을어업),전남 여수시
50969,어선,1.24 ,6.55 ,1.99 ,0.55 ,FRP,연안자망어업,어선(연안자망어업),경남 사천시 곤양면
50970,어선,9.77 ,13.60 ,3.68 ,0.93 ,FRP,연안통발어업,어선(연안통발어업),경남 남해군 남해읍
50971,어선,32.00 ,20.90 ,5.82 ,1.88 ,FRP,기선선인망어업,어선(기선권현망어업),경남 사천시
50972,어선,32.00 ,20.90 ,5.82 ,1.88 ,FRP,기선선인망어업,어선(기선권현망어업),경남 사천시
50973,어선,32.00 ,20.90 ,5.82 ,1.88 ,FRP,기선선인망어업,어선(기선권현망어업),경남 사천시
50974,어선,6.34 ,10.78 ,3.40 ,0.89 ,FRP,어장관리선,어선(어장관리선),제주시 한림읍
50975,어선,19.00 ,18.25 ,4.80 ,1.41 ,FRP,근해유자망어업,어선(근해자망어업),전남 신안군 임자면
50976,어선,0.58 ,4.86 ,1.57 ,0.60 ,FRP,어장관리선,어선(어장관리선),전남 신안군 압해읍
50977,어선,1.96 ,7.83 ,2.44 ,0.86 ,FRP,연안복합어업,어선(연안복합어업),경남 남해군 창선면
50978,어선,9.77 ,14.55 ,4.00 ,0.94 ,FRP,연안자망어업,어선(연안자망어업),경북 영덕군 강구면
50979,어선,9.77 ,14.55 ,4.00 ,0.94 ,FRP,연안자망어업,어선(연안자망어업),경북 영덕군 강구면
50980,어선,4.99 ,9.50 ,2.83 ,0.85 ,FRP,연안복합어업,어선(연안복합어업),경남 통영시
50981,어선,1.45 ,7.00 ,2.00 ,0.84 ,FRP,정치망어업,어선(정치망어업),경남 남해군 삼동면
50982,어선,9.16 ,14.26 ,4.42 ,0.85 ,FRP,정치망어업,어선(정치망어업),경북 포항시 구룡포읍
50983,어선,9.77 ,15.80 ,4.00 ,0.79 ,FRP,연안자망어업,어선(연안자망어업),경북 포항시 구룡포읍
50984,어선,1.56 ,6.98 ,1.97 ,0.81 ,FRP,연안자망어업,어선(연안자망어업),전남 함평군
50985,어선,2.86 ,8.10 ,2.20 ,1.01 ,FRP,연안복합어업,어선(연안복합어업),강원 속초시
50986,어선,0.82 ,5.90 ,1.80 ,0.69 ,FRP,어장관리선,어선(어장관리선),전남 완도군 약산면
50987,어선,3.00 ,9.72 ,2.70 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),서귀포시
50988,어선,3.00 ,9.72 ,2.70 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),서귀포시
50989,어선,29.00 ,23.45 ,5.15 ,1.68 ,FRP,근해채낚기어업,어선(근해채낚기어업),경북 포항시 장기면
50990,어선,0.71 ,6.60 ,2.08 ,0.50 ,FRP,연안복합어업,어선(연안복합어업),경남 사천시
50991,어선,1.95 ,7.74 ,2.32 ,0.81 ,FRP,연안통발어업,어선(연안통발어업),경남 창원시 진해구
50992,어선,1.99 ,7.65 ,2.25 ,0.87 ,FRP,연안복합어업,어선(연안복합어업),부산시 남구
50993,어선,2.97 ,8.73 ,2.58 ,0.97 ,FRP,연안자망어업,어선(연안자망어업),전남 함평군
50994,어선,24.00 ,22.60 ,5.90 ,1.26 ,FRP,근해안강망어업,어선(근해안강망어업),전남 목포시
50995,어선,4.24 ,10.05 ,3.06 ,0.69 ,FRP,연안복합어업,어선(연안복합어업),부산시 사하구
50996,어선,2.41 ,7.95 ,2.34 ,0.74 ,FRP,어장관리선,어선(어장관리선),전남 여수시 돌산읍
50997,어선,9.77 ,18.60 ,4.16 ,0.74 ,FRP,연안복합어업,어선(연안복합어업),경남 통영시 산양읍
50998,어선,1.22 ,6.53 ,1.98 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),전남 완도군 군외면
50999,어선,1.53 ,7.31 ,2.13 ,0.80 ,FRP,연안복합어업,어선(연안복합어업),충남 태안군 안면읍
51000,어선,0.55 ,5.30 ,1.66 ,0.38 ,FRP,어선,어선(어선),전남 영광군
51001,어선,0.55 ,5.30 ,1.66 ,0.38 ,FRP,어선,어선(어선),전남 영광군
51002,어선,1.91 ,7.72 ,2.68 ,0.77 ,FRP,연안자망어업,어선(연안자망어업),경남 거제시 하청면
51003,어선,5.29 ,10.70 ,3.35 ,0.88 ,FRP,연안복합어업,어선(연안복합어업),제주시
51004,어선,5.29 ,10.70 ,3.35 ,0.88 ,FRP,연안복합어업,어선(연안복합어업),제주시
51005,어선,1.97 ,7.02 ,2.26 ,1.05 ,FRP,연안복합어업,어선(연안복합어업),경남 통영시 산양읍
51006,어선,4.42 ,10.56 ,3.94 ,0.72 ,FRP,어장관리선,어선(어장관리선),충남 태안군 소원면
51007,어선,1.70 ,6.91 ,1.94 ,0.90 ,FRP,연안복합어업,어선(연안복합어업),경남 거제시 장목면
51008,어선,6.67 ,10.67 ,2.97 ,1.25 ,FRP,연안복합어업,어선(연안복합어업),전북 군산시 옥도면
51009,어선,0.97 ,6.42 ,1.90 ,0.76 ,FRP,연안자망어업,어선(연안자망어업),경남 거제시 하청면
51010,어선,1.97 ,7.65 ,2.02 ,0.85 ,FRP,연안복합어업,어선(연안복합어업),경기 시흥시
51011,어선,3.27 ,8.50 ,2.78 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),제주시
51012,어선,0.85 ,5.67 ,1.82 ,0.72 ,FRP,연안통발어업,어선(연안통발어업),경남 사천시 곤양면
51013,어선,4.25 ,9.14 ,2.76 ,0.83 ,FRP,연안자망어업,어선(연안자망어업),전남 여수시
51014,어선,6.57 ,10.67 ,2.97 ,1.25 ,FRP,양식어업,어선(양식어업),전북 군산시 옥도면
51015,어선,6.58 ,13.20 ,3.70 ,0.78 ,FRP,연안자망어업,어선(연안자망어업),경남 남해군 미조면
51016,어선,3.18 ,8.97 ,2.75 ,0.80 ,FRP,연안통발어업,어선(연안통발어업),강원 삼척시 근덕면
51017,어선,1.31 ,6.57 ,1.92 ,0.88 ,FRP,연안복합어업,어선(연안복합어업),경남 하동군 고전면
51018,어선,1.57 ,6.93 ,2.42 ,0.77 ,FRP,복합양식어업,어선(복합양식어업),전남 영광군 영광읍
51019,어선,4.99 ,10.44 ,3.00 ,0.91 ,FRP,연안복합어업,어선(연안복합어업),경남 통영시
51020,어선,1.99 ,7.41 ,2.33 ,0.91 ,FRP,정치성구획어업,어선(건간망어업),인천시 강화군 삼산면
51021,어선,0.80 ,0.00 ,0.00 ,0.00 ,FRP,내수면어업,어선(내수면어업),강원 춘천시 동면
51022,어선,0.70 ,6.00 ,2.07 ,0.51 ,FRP,내수면어업,어선(내수면어업),경기 양평군 양서면
51023,어선,18.00 ,18.51 ,6.30 ,1.08 ,FRP,해조류양식어업,어선(해조류양식어업),전남 고흥군 도화면
51024,어선,18.00 ,18.51 ,6.30 ,1.08 ,FRP,해조류양식어업,어선(해조류양식어업),전남 고흥군 도화면
51025,어선,18.00 ,18.51 ,6.30 ,1.08 ,FRP,해조류양식어업,어선(해조류양식어업),전남 고흥군 도화면
51026,어선,0.98 ,5.89 ,1.76 ,0.79 ,FRP,정치성구획어업,어선(승망류어업),강원 삼척시 원덕읍
51027,어선,1.82 ,7.07 ,2.15 ,0.80 ,FRP,연안자망어업,어선(연안자망어업),경북 포항시 구룡포읍
51028,어선,9.77 ,15.00 ,3.68 ,1.11 ,FRP,어장관리선,어선(어장관리선),전남 여수시
51029,어선,3.00 ,8.43 ,2.94 ,0.66 ,FRP,연안자망어업,어선(연안자망어업),전남 해남군 문내면
51030,어선,0.85 ,5.42 ,1.97 ,0.64 ,FRP,연안복합어업,어선(연안복합어업),경남 남해군 남해읍
51031,어선,2.74 ,8.33 ,2.46 ,0.77 ,FRP,연안자망어업,어선(연안자망어업),전남 해남군 화원면
51032,어선,2.74 ,8.33 ,2.46 ,0.77 ,FRP,연안자망어업,어선(연안자망어업),전남 해남군 화원면
51033,어선,2.74 ,8.33 ,2.46 ,0.77 ,FRP,연안자망어업,어선(연안자망어업),전남 해남군 화원면
51034,어선,5.62 ,11.88 ,4.43 ,0.85 ,FRP,어장관리선,어선(어장관리선),전남 완도군 완도읍
51035,어선,5.62 ,11.88 ,4.43 ,0.85 ,FRP,어장관리선,어선(어장관리선),전남 완도군 완도읍
51036,어선,7.93 ,12.85 ,3.49 ,0.87 ,알루미늄합금,연안복합어업,어선(연안복합어업),전북 부안군 변산면
51037,어선,7.93 ,12.85 ,3.49 ,0.87 ,알루미늄합금,연안복합어업,어선(연안복합어업),전북 부안군 변산면
51038,어선,19.00 ,21.00 ,7.15 ,0.96 ,FRP,어장관리선,어선(어장관리선),전남 고흥군 도화면
51039,어선,4.07 ,9.92 ,2.86 ,0.71 ,FRP,연안복합어업,어선(연안복합어업),제주시 애월읍
51040,어선,0.82 ,5.98 ,1.84 ,0.62 ,목,어장관리선,어선(어장관리선),전남 완도군 완도읍
51041,어선,9.77 ,15.68 ,3.82 ,0.79 ,FRP,연안통발어업,어선(연안통발어업),전남 여수시 돌산읍
51042,어선,5.12 ,11.25 ,3.19 ,0.84 ,FRP,연안자망어업,어선(연안자망어업),경북 포항시 장기면
51043,어선,7.93 ,15.40 ,3.58 ,0.79 ,FRP,연안통발어업,어선(연안통발어업),부산시 영도구
51044,어선,9.77 ,17.63 ,4.09 ,0.75 ,FRP,연안복합어업,어선(연안복합어업),전남 진도군 임회면
51045,어선,1.68 ,6.95 ,2.04 ,0.86 ,FRP,어장관리선,어선(어장관리선),전남 고흥군 도화면
51046,어선,1.82 ,7.71 ,2.39 ,0.81 ,FRP,정치성구획어업,어선(승망류어업),전남 고흥군 풍양면
51047,어선,20.00 ,19.66 ,4.70 ,1.38 ,FRP,근해채낚기어업,어선(근해채낚기어업),부산시 기장군
51048,어선,2.23 ,6.98 ,2.56 ,0.75 ,FRP,연안복합어업,어선(연안복합어업),전남 진도군 지산면
51049,어선,3.00 ,9.30 ,2.86 ,0.77 ,FRP,연안자망어업,어선(연안자망어업),경북 포항시 장기면
51050,어선,3.00 ,9.30 ,2.86 ,0.77 ,FRP,연안자망어업,어선(연안자망어업),경북 포항시 장기면
51051,어선,3.00 ,9.30 ,2.86 ,0.77 ,FRP,연안자망어업,어선(연안자망어업),경북 포항시 장기면
51052,어선,3.00 ,8.00 ,2.45 ,0.92 ,FRP,어류등양식어업,어선(어류등양식어업),충남 서산시 대산읍
51053,어선,3.00 ,8.00 ,2.45 ,0.92 ,FRP,어류등양식어업,어선(어류등양식어업),충남 서산시 대산읍
51054,어선,3.79 ,9.87 ,0.00 ,0.00 ,FRP,연안자망어업,어선(연안자망어업),경북 포항시
51055,어선,3.00 ,9.02 ,2.58 ,0.71 ,FRP,연안자망어업,어선(연안자망어업),경북 포항시 구룡포읍
51056,어선,1.00 ,5.85 ,1.88 ,0.78 ,FRP,연안복합어업,어선(연안복합어업),경남 거제시 하청면
51057,어선,3.00 ,8.16 ,2.69 ,0.72 ,FRP,연안자망어업,어선(연안자망어업),인천시 중구
51058,어선,9.77 ,17.64 ,3.80 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),경남 통영시 산양읍
51059,어선,1.14 ,6.30 ,1.89 ,0.81 ,FRP,연안자망어업,어선(연안자망어업),경남 거제시 하청면
51060,어선,4.99 ,10.68 ,3.30 ,0.79 ,FRP,마을어업,어선(마을어업),제주시 구좌읍
51061,어선,5.91 ,11.50 ,3.30 ,0.79 ,FRP,연안자망어업,어선(연안자망어업),경북 영덕군 강구면
51062,어선,2.64 ,6.84 ,2.50 ,1.09 ,FRP,연안복합어업,어선(연안복합어업),제주시
51063,어선,2.99 ,8.37 ,2.46 ,0.87 ,FRP,연안복합어업,어선(연안복합어업),전남 완도군 신지면
51064,어선,5.91 ,11.50 ,3.30 ,0.79 ,FRP,연안자망어업,어선(연안자망어업),경북 영덕군 강구면
